dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483228800,2017-01-01 00:00:00 +0000 UTC,4671654,,,,295.16,293.15,297.15,1008,,,68,3,203,,,,,,,,,1,800,Clear,sky is clear,01n
1483232400,2017-01-01 01:00:00 +0000 UTC,4671654,,,,293.3,292.15,295.15,1008,,,68,3,203,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483236000,2017-01-01 02:00:00 +0000 UTC,4671654,,,,291.14,290.15,292.15,1010,,,82,1,200,,,,,,,,,20,801,Clouds,few clouds,02n
1483239600,2017-01-01 03:00:00 +0000 UTC,4671654,,,,290.55,290.15,291.15,1010,,,82,1,140,,,,,,,,,1,800,Clear,sky is clear,01n
1483243200,2017-01-01 04:00:00 +0000 UTC,4671654,,,,289.57,287.15,292.15,1010,,,82,3,194,,,,,,,,,75,803,Clouds,broken clouds,04n
1483246800,2017-01-01 05:00:00 +0000 UTC,4671654,,,,288.29,285.15,291.15,1011,,,77,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1483250400,2017-01-01 06:00:00 +0000 UTC,4671654,,,,288.15,287.15,289.15,1011,,,82,2,181,,,,,,,,,1,701,Mist,mist,50n
1483254000,2017-01-01 07:00:00 +0000 UTC,4671654,,,,286.73,284.15,289.15,1011,,,93,2,181,,,,,,,,,20,701,Mist,mist,50n
1483254000,2017-01-01 07:00:00 +0000 UTC,4671654,,,,286.73,284.15,289.15,1011,,,93,2,181,,,,,,,,,20,741,Fog,fog,50n
1483257600,2017-01-01 08:00:00 +0000 UTC,4671654,,,,285.57,284.15,287.15,1011,,,93,1,188,,,,,,,,,90,701,Mist,mist,50n
1483257600,2017-01-01 08:00:00 +0000 UTC,4671654,,,,285.57,284.15,287.15,1011,,,93,1,188,,,,,,,,,90,741,Fog,fog,50n
1483261200,2017-01-01 09:00:00 +0000 UTC,4671654,,,,285.42,284.15,287.15,1011,,,71,6,20,,,,,,,,,1,701,Mist,mist,50n
1483261200,2017-01-01 09:00:00 +0000 UTC,4671654,,,,285.42,284.15,287.15,1011,,,71,6,20,,,,,,,,,1,741,Fog,fog,50n
1483264800,2017-01-01 10:00:00 +0000 UTC,4671654,,,,284.84,283.15,287.15,1012,,,82,1,30,,,,,,,,,90,701,Mist,mist,50n
1483268400,2017-01-01 11:00:00 +0000 UTC,4671654,,,,285.14,284.15,287.15,1012,,,93,0,85,,,,,,,,,90,701,Mist,mist,50n
1483272000,2017-01-01 12:00:00 +0000 UTC,4671654,,,,284.55,282.15,287.15,1012,,,62,2,340,,,,,,,,,90,701,Mist,mist,50n
1483275600,2017-01-01 13:00:00 +0000 UTC,4671654,,,,283.72,281.15,286.15,1013,,,58,1,330,,,,,,,,,1,701,Mist,mist,50n
1483279200,2017-01-01 14:00:00 +0000 UTC,4671654,,,,282.61,280.15,285.15,1013,,,70,2,320,,,,,,,,,75,803,Clouds,broken clouds,04d
1483282800,2017-01-01 15:00:00 +0000 UTC,4671654,,,,283.42,281.15,285.15,1013,,,57,3,330,,,,,,,,,75,803,Clouds,broken clouds,04d
1483286400,2017-01-01 16:00:00 +0000 UTC,4671654,,,,285.43,284.15,286.15,1013,,,54,2,20,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483290000,2017-01-01 17:00:00 +0000 UTC,4671654,,,,288,287.15,289.15,1013,,,44,2,340,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483293600,2017-01-01 18:00:00 +0000 UTC,4671654,,,,290.55,289.15,292.15,1013,,,42,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1483297200,2017-01-01 19:00:00 +0000 UTC,4671654,,,,292.28,291.15,293.15,1011,,,42,2,60,,,,,,,,,1,800,Clear,sky is clear,01d
1483300800,2017-01-01 20:00:00 +0000 UTC,4671654,,,,294.43,293.15,295.15,1010,,,43,3,150,,,,,,,,,1,800,Clear,sky is clear,01d
1483304400,2017-01-01 21:00:00 +0000 UTC,4671654,,,,295.72,295.15,297.15,1009,,,40,3,120,,,,,,,,,1,800,Clear,sky is clear,01d
1483308000,2017-01-01 22:00:00 +0000 UTC,4671654,,,,296.16,295.15,297.15,1009,,,43,3,160,,,,,,,,,1,800,Clear,sky is clear,01d
1483311600,2017-01-01 23:00:00 +0000 UTC,4671654,,,,295.73,295.15,297.15,1009,,,46,2,180,,,,,,,,,1,800,Clear,sky is clear,01d
1483315200,2017-01-02 00:00:00 +0000 UTC,4671654,,,,293.73,293.15,294.15,1009,,,68,2,170,,,,,,,,,1,800,Clear,sky is clear,01n
1483318800,2017-01-02 01:00:00 +0000 UTC,4671654,,,,292.01,291.15,293.15,1009,,,68,2,150,,,,,,,,,1,721,Haze,haze,50n
1483322400,2017-01-02 02:00:00 +0000 UTC,4671654,,,,290.43,289.15,291.15,1010,,,82,2,110,,,,,,,,,1,800,Clear,sky is clear,01n
1483326000,2017-01-02 03:00:00 +0000 UTC,4671654,,,,290,289.15,291.15,1010,,,82,2,110,,,,,,,,,1,701,Mist,mist,50n
1483329600,2017-01-02 04:00:00 +0000 UTC,4671654,,,,289.14,288.15,290.15,1010,,,88,3,151,,,,,,,,,1,701,Mist,mist,50n
1483333200,2017-01-02 05:00:00 +0000 UTC,4671654,,,,287.96,284.15,290.15,1010,,,93,2,100,,,,,,,,,1,701,Mist,mist,50n
1483336800,2017-01-02 06:00:00 +0000 UTC,4671654,,,,288.57,286.15,290.15,1010,,,93,1,120,,,,,,,,,90,741,Fog,fog,50n
1483336800,2017-01-02 06:00:00 +0000 UTC,4671654,,,,288.57,286.15,290.15,1010,,,93,1,120,,,,,,,,,90,701,Mist,mist,50n
1483340400,2017-01-02 07:00:00 +0000 UTC,4671654,,,,288.54,286.15,290.15,1009,,,93,4,158,,,,,,,,,90,701,Mist,mist,50n
1483344000,2017-01-02 08:00:00 +0000 UTC,4671654,,,,289.43,288.15,290.15,1008,,,93,2,0,,,,,,,,,90,701,Mist,mist,50n
1483344000,2017-01-02 08:00:00 +0000 UTC,4671654,,,,289.43,288.15,290.15,1008,,,93,2,0,,,,,,,,,90,741,Fog,fog,50n
1483347600,2017-01-02 09:00:00 +0000 UTC,4671654,,,,290.15,289.15,291.15,1008,,,93,2,140,,,,,,,,,90,701,Mist,mist,50n
1483347600,2017-01-02 09:00:00 +0000 UTC,4671654,,,,290.15,289.15,291.15,1008,,,93,2,140,,,,,,,,,90,301,Drizzle,drizzle,09n
1483351200,2017-01-02 10:00:00 +0000 UTC,4671654,,,,290.65,290.15,291.15,1008,,,100,1,0,,,,,,,,,90,701,Mist,mist,50n
1483351200,2017-01-02 10:00:00 +0000 UTC,4671654,,,,290.65,290.15,291.15,1008,,,100,1,0,,,,,,,,,90,301,Drizzle,drizzle,09n
1483351200,2017-01-02 10:00:00 +0000 UTC,4671654,,,,290.65,290.15,291.15,1008,,,100,1,0,,,,,,,,,90,201,Thunderstorm,proximity thunderstorm with rain,11n
1483354800,2017-01-02 11:00:00 +0000 UTC,4671654,,,,287.57,285.15,292.15,1011,,,93,5,330,,,,,,,,,90,202,Thunderstorm,thunderstorm with heavy rain,11n
1483354800,2017-01-02 11:00:00 +0000 UTC,4671654,,,,287.57,285.15,292.15,1011,,,93,5,330,,,,,,,,,90,701,Mist,mist,50n
1483358400,2017-01-02 12:00:00 +0000 UTC,4671654,,,,285.81,285.15,286.15,1011,,,93,3,300,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1483358400,2017-01-02 12:00:00 +0000 UTC,4671654,,,,285.81,285.15,286.15,1011,,,93,3,300,,,,,,,,,90,701,Mist,mist,50n
1483358400,2017-01-02 12:00:00 +0000 UTC,4671654,,,,285.81,285.15,286.15,1011,,,93,3,300,,,,,,,,,90,500,Rain,light rain,10n
1483362000,2017-01-02 13:00:00 +0000 UTC,4671654,,,,285.85,284.15,287.15,1011,,,100,4,290,,,,,,,,,40,500,Rain,light rain,10n
1483362000,2017-01-02 13:00:00 +0000 UTC,4671654,,,,285.85,284.15,287.15,1011,,,100,4,290,,,,,,,,,40,701,Mist,mist,50n
1483365600,2017-01-02 14:00:00 +0000 UTC,4671654,,,,284.43,282.15,286.15,1012,,,100,1,290,,,,,,,,,1,741,Fog,fog,50d
1483365600,2017-01-02 14:00:00 +0000 UTC,4671654,,,,284.43,282.15,286.15,1012,,,100,1,290,,,,,,,,,1,701,Mist,mist,50d
1483369200,2017-01-02 15:00:00 +0000 UTC,4671654,,,,285.81,285.15,286.15,1013,,,93,4,280,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483372800,2017-01-02 16:00:00 +0000 UTC,4671654,,,,288.57,287.15,291.15,1013,,,68,2,330,,,,,,,,,20,801,Clouds,few clouds,02d
1483376400,2017-01-02 17:00:00 +0000 UTC,4671654,,,,290.82,290.15,291.15,1014,,,63,4,300,,,,,,,,,1,800,Clear,sky is clear,01d
1483380000,2017-01-02 18:00:00 +0000 UTC,4671654,,,,291.82,291.15,292.15,1013,,,52,6,310,,,,,,,,,1,800,Clear,sky is clear,01d
1483383600,2017-01-02 19:00:00 +0000 UTC,4671654,,,,293.65,293.15,294.15,1012,,,46,4,290,,,,,,,,,1,800,Clear,sky is clear,01d
1483387200,2017-01-02 20:00:00 +0000 UTC,4671654,,,,295.15,294.15,296.15,1012,,,40,1,0,,,,,,,,,1,800,Clear,sky is clear,01d
1483390800,2017-01-02 21:00:00 +0000 UTC,4671654,,,,295.58,294.15,297.15,1012,,,38,3,270,,,,,,,,,1,800,Clear,sky is clear,01d
1483394400,2017-01-02 22:00:00 +0000 UTC,4671654,,,,295.57,294.15,297.15,1012,,,38,2,260,,,,,,,,,1,800,Clear,sky is clear,01d
1483398000,2017-01-02 23:00:00 +0000 UTC,4671654,,,,295.49,294.15,297.15,1012,,,35,3,270,,,,,,,,,1,800,Clear,sky is clear,01d
1483401600,2017-01-03 00:00:00 +0000 UTC,4671654,,,,293.62,291.15,297.15,1012,,,48,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1483405200,2017-01-03 01:00:00 +0000 UTC,4671654,,,,290.29,288.15,292.15,1013,,,52,1,330,,,,,,,,,1,800,Clear,sky is clear,01n
1483408800,2017-01-03 02:00:00 +0000 UTC,4671654,,,,288.42,286.15,291.15,1014,,,66,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1483412400,2017-01-03 03:00:00 +0000 UTC,4671654,,,,287.45,285.15,289.15,1014,,,67,3,277,,,,,,,,,1,800,Clear,sky is clear,01n
1483416000,2017-01-03 04:00:00 +0000 UTC,4671654,,,,286,283.15,288.15,1015,,,67,3,277,,,,,,,,,1,800,Clear,sky is clear,01n
1483419600,2017-01-03 05:00:00 +0000 UTC,4671654,,,,285.3,282.15,288.15,1015,,,71,1,260,,,,,,,,,1,800,Clear,sky is clear,01n
1483423200,2017-01-03 06:00:00 +0000 UTC,4671654,,,,284.99,282.15,287.15,1015,,,76,1,260,,,,,,,,,1,800,Clear,sky is clear,01n
1483426800,2017-01-03 07:00:00 +0000 UTC,4671654,,,,284.69,282.15,288.15,1015,,,62,1,260,,,,,,,,,1,800,Clear,sky is clear,01n
1483430400,2017-01-03 08:00:00 +0000 UTC,4671654,,,,284.15,282.15,286.15,1015,,,58,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1483434000,2017-01-03 09:00:00 +0000 UTC,4671654,,,,282.45,281.15,285.15,1015,,,81,2,259,,,,,,,,,1,800,Clear,sky is clear,01n
1483437600,2017-01-03 10:00:00 +0000 UTC,4671654,,,,282.85,281.15,285.15,1015,,,62,3,260,,,,,,,,,1,800,Clear,sky is clear,01n
1483441200,2017-01-03 11:00:00 +0000 UTC,4671654,,,,281.98,280.15,283.15,1015,,,76,2,310,,,,,,,,,1,800,Clear,sky is clear,01n
1483444800,2017-01-03 12:00:00 +0000 UTC,4671654,,,,282.28,281.15,283.15,1015,,,81,3,270,,,,,,,,,1,800,Clear,sky is clear,01n
1483448400,2017-01-03 13:00:00 +0000 UTC,4671654,,,,282.13,280.15,284.15,1015,,,61,4,260,,,,,,,,,1,800,Clear,sky is clear,01n
1483452000,2017-01-03 14:00:00 +0000 UTC,4671654,,,,283.81,282.15,285.15,1016,,,54,2,320,,,,,,,,,1,800,Clear,sky is clear,01d
1483455600,2017-01-03 15:00:00 +0000 UTC,4671654,,,,286.15,286.15,286.15,1017,,,54,3,300,,,,,,,,,1,800,Clear,sky is clear,01d
1483459200,2017-01-03 16:00:00 +0000 UTC,4671654,,,,288.38,286.15,290.15,1018,,,42,3,310,,,,,,,,,1,800,Clear,sky is clear,01d
1483462800,2017-01-03 17:00:00 +0000 UTC,4671654,,,,290.68,287.15,293.15,1018,,,32,5,300,,,,,,,,,1,800,Clear,sky is clear,01d
1483466400,2017-01-03 18:00:00 +0000 UTC,4671654,,,,292.85,290.15,295.15,1018,,,32,2,330,,,,,,,,,1,800,Clear,sky is clear,01d
1483470000,2017-01-03 19:00:00 +0000 UTC,4671654,,,,294.65,292.15,296.15,1017,,,27,3,300,,,,,,,,,75,803,Clouds,broken clouds,04d
1483473600,2017-01-03 20:00:00 +0000 UTC,4671654,,,,295.4,294.15,297.15,1016,,,27,3,0,,,,,,,,,1,800,Clear,sky is clear,01d
1483477200,2017-01-03 21:00:00 +0000 UTC,4671654,,,,295.51,293.15,297.15,1016,,,23,3,330,,,,,,,,,1,800,Clear,sky is clear,01d
1483480800,2017-01-03 22:00:00 +0000 UTC,4671654,,,,294.51,292.15,297.15,1017,,,27,3,350,,,,,,,,,1,800,Clear,sky is clear,01d
1483484400,2017-01-03 23:00:00 +0000 UTC,4671654,,,,292.63,290.15,295.15,1017,,,30,2,350,,,,,,,,,1,800,Clear,sky is clear,01d
1483488000,2017-01-04 00:00:00 +0000 UTC,4671654,,,,290.45,287.15,295.15,1019,,,47,7,340,,,,,,,,,1,800,Clear,sky is clear,01n
1483491600,2017-01-04 01:00:00 +0000 UTC,4671654,,,,287.81,285.15,292.15,1020,,,54,6,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483495200,2017-01-04 02:00:00 +0000 UTC,4671654,,,,284.56,283.15,286.15,1020,,,50,3,10,,,,,,,,,1,800,Clear,sky is clear,01n
1483498800,2017-01-04 03:00:00 +0000 UTC,4671654,,,,283.27,282.15,286.15,1021,,,54,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483502400,2017-01-04 04:00:00 +0000 UTC,4671654,,,,282.18,280.15,285.15,1022,,,65,4,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483506000,2017-01-04 05:00:00 +0000 UTC,4671654,,,,279.7,279.15,281.15,1022,,,65,3,0,,,,,,,,,1,800,Clear,sky is clear,01n
1483509600,2017-01-04 06:00:00 +0000 UTC,4671654,,,,278.77,277.15,281.15,1022,,,56,3,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483513200,2017-01-04 07:00:00 +0000 UTC,4671654,,,,277.91,276.15,280.15,1022,,,70,6,360,,,,,,,,,20,801,Clouds,few clouds,02n
1483516800,2017-01-04 08:00:00 +0000 UTC,4671654,,,,277.14,276.15,279.15,1021,,,65,3,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483520400,2017-01-04 09:00:00 +0000 UTC,4671654,,,,276.91,275.15,279.15,1022,,,68,3,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483524000,2017-01-04 10:00:00 +0000 UTC,4671654,,,,276.15,275.15,277.15,1022,,,69,6,350,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483527600,2017-01-04 11:00:00 +0000 UTC,4671654,,,,276.02,275.15,277.15,1022,,,64,3,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483531200,2017-01-04 12:00:00 +0000 UTC,4671654,,,,275.91,275.15,277.15,1021,,,74,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483534800,2017-01-04 13:00:00 +0000 UTC,4671654,,,,276,275.15,277.15,1022,,,64,4,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483538400,2017-01-04 14:00:00 +0000 UTC,4671654,,,,275.78,275.15,277.15,1023,,,55,4,350,,,,,,,,,1,800,Clear,sky is clear,01d
1483542000,2017-01-04 15:00:00 +0000 UTC,4671654,,,,275.64,274.15,277.15,1023,,,55,2,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1483545600,2017-01-04 16:00:00 +0000 UTC,4671654,,,,276.29,275.15,277.15,1023,,,55,4,360,,,,,,,,,1,800,Clear,sky is clear,01d
1483549200,2017-01-04 17:00:00 +0000 UTC,4671654,,,,277.51,276.15,279.15,1023,,,52,3,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1483552800,2017-01-04 18:00:00 +0000 UTC,4671654,,,,277.78,276.15,280.15,1022,,,48,3,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1483556400,2017-01-04 19:00:00 +0000 UTC,4671654,,,,278.03,276.15,280.15,1021,,,48,3,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483560000,2017-01-04 20:00:00 +0000 UTC,4671654,,,,279.27,278.15,280.15,1020,,,48,3,340,,,,,,,,,75,803,Clouds,broken clouds,04d
1483563600,2017-01-04 21:00:00 +0000 UTC,4671654,,,,280.4,279.15,281.15,1020,,,45,3,350,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483567200,2017-01-04 22:00:00 +0000 UTC,4671654,,,,280.76,279.15,282.15,1018,,,45,3,23,,,,,,,,,1,800,Clear,sky is clear,01d
1483570800,2017-01-04 23:00:00 +0000 UTC,4671654,,,,281.16,280.15,282.15,1017,,,52,1,28,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483574400,2017-01-05 00:00:00 +0000 UTC,4671654,,,,280.02,278.15,281.15,1017,,,49,1,28,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483578000,2017-01-05 01:00:00 +0000 UTC,4671654,,,,278.72,278.15,280.15,1017,,,52,1,28,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483581600,2017-01-05 02:00:00 +0000 UTC,4671654,,,,278.04,276.15,280.15,1016,,,67,1,60,,,,,,,,,1,800,Clear,sky is clear,01n
1483585200,2017-01-05 03:00:00 +0000 UTC,4671654,,,,277.17,275.15,280.15,1016,,,64,1,130,,,,,,,,,1,800,Clear,sky is clear,01n
1483588800,2017-01-05 04:00:00 +0000 UTC,4671654,,,,276.91,275.15,279.15,1015,,,64,2,180,,,,,,,,,1,800,Clear,sky is clear,01n
1483592400,2017-01-05 05:00:00 +0000 UTC,4671654,,,,276.26,275.15,277.15,1015,,,69,1,0,,,,,,,,,1,800,Clear,sky is clear,01n
1483596000,2017-01-05 06:00:00 +0000 UTC,4671654,,,,276.01,275.15,277.15,1015,,,69,1,200,,,,,,,,,1,800,Clear,sky is clear,01n
1483599600,2017-01-05 07:00:00 +0000 UTC,4671654,,,,276.25,274.15,279.15,1014,,,79,1,150,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483603200,2017-01-05 08:00:00 +0000 UTC,4671654,,,,276.9,273.15,279.15,1013,,,70,2,230,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483606800,2017-01-05 09:00:00 +0000 UTC,4671654,,,,277.64,274.15,280.15,1012,,,70,3,210,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483610400,2017-01-05 10:00:00 +0000 UTC,4671654,,,,278,273.15,281.15,1011,,,70,3,220,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483614000,2017-01-05 11:00:00 +0000 UTC,4671654,,,,277.6,273.15,281.15,1012,,,75,1,196,,,,,,,,,1,800,Clear,sky is clear,01n
1483617600,2017-01-05 12:00:00 +0000 UTC,4671654,,,,277.28,273.15,281.15,1011,,,81,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1483621200,2017-01-05 13:00:00 +0000 UTC,4671654,,,,278.27,273.15,284.15,1012,,,75,1,196,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483624800,2017-01-05 14:00:00 +0000 UTC,4671654,,,,278.66,273.15,284.15,1012,,,60,3,215,,,,,,,,,1,800,Clear,sky is clear,01d
1483628400,2017-01-05 15:00:00 +0000 UTC,4671654,,,,280.53,277.15,284.15,1014,,,70,5,350,,,,,,,,,1,800,Clear,sky is clear,01d
1483632000,2017-01-05 16:00:00 +0000 UTC,4671654,,,,282.26,279.15,286.15,1014,,,66,2,10,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483635600,2017-01-05 17:00:00 +0000 UTC,4671654,,,,284.16,282.15,286.15,1014,,,66,1,0,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483639200,2017-01-05 18:00:00 +0000 UTC,4671654,,,,286.28,285.15,287.15,1014,,,62,1,262,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483642800,2017-01-05 19:00:00 +0000 UTC,4671654,,,,287.26,286.15,289.15,1013,,,44,7,350,,,,,,,,,1,800,Clear,sky is clear,01d
1483646400,2017-01-05 20:00:00 +0000 UTC,4671654,,,,289.14,288.15,290.15,1012,,,55,1,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1483650000,2017-01-05 21:00:00 +0000 UTC,4671654,,,,287.54,285.15,290.15,1013,,,47,5,10,,,,,,,,,1,800,Clear,sky is clear,01d
1483653600,2017-01-05 22:00:00 +0000 UTC,4671654,,,,285.69,282.15,291.15,1014,,,57,7,360,,,,,,,,,1,800,Clear,sky is clear,01d
1483657200,2017-01-05 23:00:00 +0000 UTC,4671654,,,,279.99,277.15,282.15,1014,,,61,4,30,,,,,,,,,90,721,Haze,haze,50d
1483660800,2017-01-06 00:00:00 +0000 UTC,4671654,,,,277.84,276.15,279.15,1015,,,75,5,20,,,,,,,,,90,721,Haze,haze,50n
1483664400,2017-01-06 01:00:00 +0000 UTC,4671654,,,,277.9,276.15,280.15,1016,,,65,10,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483668000,2017-01-06 02:00:00 +0000 UTC,4671654,,,,277.52,275.15,280.15,1017,,,60,5,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483671600,2017-01-06 03:00:00 +0000 UTC,4671654,,,,276.27,274.15,279.15,1018,,,60,5,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483675200,2017-01-06 04:00:00 +0000 UTC,4671654,,,,275.14,274.15,276.15,1018,,,51,5,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483678800,2017-01-06 05:00:00 +0000 UTC,4671654,,,,274.58,274.15,276.15,1018,,,55,7,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483682400,2017-01-06 06:00:00 +0000 UTC,4671654,,,,273.57,273.15,274.15,1019,,,50,5,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483686000,2017-01-06 07:00:00 +0000 UTC,4671654,,,,272.99,272.15,274.15,1020,,,50,3,350,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483689600,2017-01-06 08:00:00 +0000 UTC,4671654,,,,272.9,271.15,274.15,1019,,,58,6,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483693200,2017-01-06 09:00:00 +0000 UTC,4671654,,,,272.53,271.15,274.15,1018,,,58,6,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483696800,2017-01-06 10:00:00 +0000 UTC,4671654,,,,272.16,271.15,274.15,1019,,,58,4,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483700400,2017-01-06 11:00:00 +0000 UTC,4671654,,,,271,270.15,272.15,1019,,,63,6,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483704000,2017-01-06 12:00:00 +0000 UTC,4671654,,,,270.42,269.15,271.15,1021,,,58,5,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483707600,2017-01-06 13:00:00 +0000 UTC,4671654,,,,270.53,269.15,272.15,1020,,,58,5,10,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483711200,2017-01-06 14:00:00 +0000 UTC,4671654,,,,270.01,269.15,271.15,1022,,,53,5,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483714800,2017-01-06 15:00:00 +0000 UTC,4671654,,,,270.38,269.15,272.15,1023,,,54,4,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483718400,2017-01-06 16:00:00 +0000 UTC,4671654,,,,270.9,270.15,272.15,1023,,,54,4,10,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483722000,2017-01-06 17:00:00 +0000 UTC,4671654,,,,271.27,270.15,272.15,1024,,,50,4,350,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483725600,2017-01-06 18:00:00 +0000 UTC,4671654,,,,271.58,270.15,272.15,1024,,,50,4,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483729200,2017-01-06 19:00:00 +0000 UTC,4671654,,,,272.3,272.15,273.15,1024,,,46,6,330,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483732800,2017-01-06 20:00:00 +0000 UTC,4671654,,,,272.52,271.15,274.15,1024,,,60,6,10,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483736400,2017-01-06 21:00:00 +0000 UTC,4671654,,,,272.29,270.15,274.15,1024,,,60,5,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483740000,2017-01-06 22:00:00 +0000 UTC,4671654,,,,272.15,270.15,274.15,1025,,,58,6,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483743600,2017-01-06 23:00:00 +0000 UTC,4671654,,,,272.15,271.15,273.15,1027,,,54,4,360,,,,,,,,,90,804,Clouds,overcast clouds,04d
1483747200,2017-01-07 00:00:00 +0000 UTC,4671654,,,,272.41,271.15,273.15,1028,,,50,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483750800,2017-01-07 01:00:00 +0000 UTC,4671654,,,,271.15,270.15,272.15,1029,,,54,5,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483754400,2017-01-07 02:00:00 +0000 UTC,4671654,,,,270.41,269.15,272.15,1031,,,53,6,340,,,,,,,,,1,800,Clear,sky is clear,01n
1483758000,2017-01-07 03:00:00 +0000 UTC,4671654,,,,269.58,269.15,270.15,1033,,,53,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483761600,2017-01-07 04:00:00 +0000 UTC,4671654,,,,268.65,267.15,270.15,1033,,,58,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483765200,2017-01-07 05:00:00 +0000 UTC,4671654,,,,268.27,267.15,269.15,1034,,,58,3,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483768800,2017-01-07 06:00:00 +0000 UTC,4671654,,,,267.9,267.15,269.15,1035,,,62,4,350,,,,,,,,,1,800,Clear,sky is clear,01n
1483772400,2017-01-07 07:00:00 +0000 UTC,4671654,,,,267.65,266.15,269.15,1034,,,73,4,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483776000,2017-01-07 08:00:00 +0000 UTC,4671654,,,,267.15,266.15,268.15,1035,,,62,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1483779600,2017-01-07 09:00:00 +0000 UTC,4671654,,,,266.44,266.15,267.15,1034,,,79,3,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483783200,2017-01-07 10:00:00 +0000 UTC,4671654,,,,266.44,266.15,267.15,1035,,,79,3,360,,,,,,,,,1,800,Clear,sky is clear,01n
1483786800,2017-01-07 11:00:00 +0000 UTC,4671654,,,,266.15,265.15,267.15,1038,,,73,2,340,,,,,,,,,1,800,Clear,sky is clear,01n
1483790400,2017-01-07 12:00:00 +0000 UTC,4671654,,,,265.9,265.15,267.15,1038,,,73,2,350,,,,,,,,,1,800,Clear,sky is clear,01n
